company_id,industry,employee_range
"e936481a376e7e4","Software and Technology","20 - 49"
"e97d48f84d05331","Biotech","20 - 49"
"e9a066a75898b51","Recreation","1,000 - 4,999"
"ea9b3f57776a552","Software and Technology","500 - 999"
"eaaec94d0a8930a","Financial Services","100 - 249"
"eaca3dab142bfb2","Automotive","0 - 9"
"eafab7a8aba73da","Automotive","1,000 - 4,999"
"eb152e2d8205d1c","Business Services","1,000 - 4,999"
"ebc9334e2be3cf1","Manufacturing","100 - 249"
"ebdfb15222e849d","Financial Services","500 - 999"
"ec39ae3657ce935","Manufacturing","100 - 249"
"ecb42ffcfc9c15c","Transportation and Logistics","100 - 249"
"ed2adbe5daa1386","Business Services","250 - 499"
"ed326b8f29a36f4","N/A","20 - 49"
"ed8929061968f21","Transportation and Logistics","100 - 249"
"eda80bb53e59478","Consumer Goods and Services","0 - 9"
"edff99ae1f1d7e6","Healthcare and Medical","20 - 49"
"ee5af62787d1ad9","Software and Technology","20 - 49"
"ee8cef0749e5e9d","Software and Technology","0 - 9"
"ef1757bd9140f14","Business Services","100 - 249"
"ef64e6f63d7ef8a","Business Services","20 - 49"
"efa5cdd3cb5458b","Healthcare and Medical","5,000 - 9,999"
"f009368d49ccde8","Government","1,000 - 4,999"
"f01c5b2c61e0aaf","Hardware","1,000 - 4,999"
"f0b0200fcb298e1","Construction","20 - 49"
"f0dd12b245b4919","Financial Services","250 - 499"
"f0ed27fc640c6d5","Business Services","20 - 49"
"f14fac94de17098.be5e1951327c410","Transportation and Logistics","10,000+"
"f151062573d326a","Software and Technology","100 - 249"
"f17aa9104a9a052","Healthcare and Medical","100 - 249"
"f1caec8e6aae93c","Business Services","100 - 249"
"f1d502dd9802a5b","Business Services","500 - 999"
"f1f5faef232e9f2","Healthcare and Medical","250 - 499"
"f208ba5c6a9c51a","Financial Services","100 - 249"
"f25e52796f912b1","Government","10,000+"
"f2759fcd7b9bfe8","Business Services","20 - 49"
"f2bc603381b897a","Business Services","1,000 - 4,999"
"f2f62c50c525aa2","Manufacturing","1,000 - 4,999"
"f343e66165d253e","Financial Services","20 - 49"
"f37f350b610cbb8","Transportation and Logistics","250 - 499"
"f388de50108f47f","Business Services","100 - 249"
"f40f9f6fd4d1355","Associations","100 - 249"
"f469e375bdb0ad5","Financial Services","250 - 499"
"f488900d3af7017","Business Services","5,000 - 9,999"
"f497ac05f919a35","Financial Services","5,000 - 9,999"
"f4d35ba3edc217e","Telecommunications","1,000 - 4,999"
"f4f5cfcc28337fa","Financial Services","0 - 9"
"f545a253aaf15a5","Manufacturing","20 - 49"
"f5918126a7517f8","Software and Technology","20 - 49"
"f5ababe552a6199","Retail and Distribution","1,000 - 4,999"
"f6824fae607bac0","Media and Entertainment","20 - 49"
"f6ed5147f0c85b6","Software and Technology","100 - 249"
"f7c46dc4291674e","Education","500 - 999"
"f7edea83ba12b56","Education","20 - 49"
"f94d75de2424ce6","Software and Technology","100 - 249"
"f9c4f4096b97eb0","Manufacturing","1,000 - 4,999"
"f9f1bd5989f2130","Healthcare and Medical","1,000 - 4,999"
"fa0bc56fa1b5dc8","Financial Services","20 - 49"
"fa1f97a62625d38","Software and Technology","0 - 9"
"fa41ddff72f0242","Software and Technology","250 - 499"
"fa5b574f2ddce60","Government","10,000+"
"fa6c2522a714795","Education","100 - 249"
"fa867d2f09b8da6","Business Services","20 - 49"
"fa9d36d53bc0dda","Associations","0 - 9"
"fab76fa09ca2729","Software and Technology","20 - 49"
"fae13f15001cf5c","Software and Technology","50 - 99"
"fb70e07f806a013","Consumer Goods and Services","20 - 49"
"fb7c476055044cb","Manufacturing","20 - 49"
"fb96d28686b3445","Aerospace and Defense","0 - 9"
"fc0da3b8f2ea562","Business Services","20 - 49"
"fc3a56978d40a1a","Software and Technology","50 - 99"
"fd7955e652fc28f","Retail and Distribution","500 - 999"
"fdb6860276c9d14","Software and Technology","20 - 49"
"fdcac14119315bb","Retail and Distribution","10,000+"
"fe1f1fb1c6014b0","Software and Technology","20 - 49"
"fe28ad111bef57f","Business Services","20 - 49"
"fe8d71b850f55eb","Education","10 - 19"
"fefa1afc32508bf","Software and Technology","50 - 99"
"ff4e3ee9d63acac","Software and Technology","5,000 - 9,999"
"ffa210478759100","Manufacturing","500 - 999"
"ffb31266b791cec","Government","500 - 999"
"ffed3b5b11fa030","Retail and Distribution","1,000 - 4,999"
"fff34619f90352b","Healthcare and Medical","100 - 249"
"fff3e4aac3d50ef","Retail and Distribution","1,000 - 4,999"
"952c96a27000d4b","Business Services","250 - 499"
"95440d79202c926","Financial Services","1,000 - 4,999"
"958ca17701624c6","Software and Technology","100 - 249"
"95f2f22d668d63b","Associations","20 - 49"
"960fc198532ffda","Healthcare and Medical","10,000+"
"962456de3cae2e8","Software and Technology","20 - 49"
"96e99f2562eff34","Software and Technology","20 - 49"
"96fc2c0797a3e2f","Software and Technology","20 - 49"
"975aa80ad87efb4","Software and Technology","250 - 499"
"97886a4b173da9c","Government","10 - 19"
"97d50cee780e130","Software and Technology","0 - 9"
"98126fad563b10e","Financial Services","20 - 49"
"98d6a021f3f62e0","Software and Technology","50 - 99"
"99178d2206534da","Software and Technology","20 - 49"
"9969dfe9ca17f88","Real Estate","20 - 49"
"99d30a0553e4f2d","Food and Beverage","250 - 499"
"9a9c42b74749a3c","Retail and Distribution","250 - 499"
"9af69860ca8089c","Retail and Distribution","20 - 49"
"9b1e6c35d53a647","Financial Services","1,000 - 4,999"
"9b415b487abcf2e","Business Services","1,000 - 4,999"
"9b851ca18f4054c","Financial Services","1,000 - 4,999"
"9b8855854b6440a","Software and Technology","250 - 499"
"9b97a8cfd0fbe30","Hospitality and Travel","0 - 9"
"9cf9223d33559fb","Pharmaceuticals","100 - 249"
"9e4377be497e66d","Business Services","20 - 49"
"9e909add29ca47c","Education","250 - 499"
"9fa80310afb6c83","Telecommunications","500 - 999"
"9ff309c469f3b9c","Consumer Goods and Services","250 - 499"
"a032bbe6b854936","Software and Technology","100 - 249"
"a0cbb0aab5ef5e0","Software and Technology","20 - 49"
"a10ccc8db316a60","N/A","100 - 249"
"a110d7b356ea6b8","Retail and Distribution","0 - 9"
"a13f7baf6f79c50","Software and Technology","20 - 49"
"a1dad2aba78134e","Manufacturing","1,000 - 4,999"
"a284969ab497e10","N/A","0 - 9"
"a298ce79f4b8dec","Real Estate","1,000 - 4,999"
"a2f99cdd71924ee","Transportation and Logistics","10,000+"
"a331427ac9ea0b1","Healthcare and Medical","100 - 249"
"a3c653b2071de45","Manufacturing","100 - 249"
"a4187019e4132ac","Education","1,000 - 4,999"
"a439356c2432f9a","Financial Services","5,000 - 9,999"
"a46b895483559ac","Business Services","100 - 249"
"a48b4af40ef73b2","Business Services","1,000 - 4,999"
"a5344ce41fd8f4c","Education","50 - 99"
"a56991faf5ce905","Software and Technology","0 - 9"
"a667f7ccb751e68","Software and Technology","20 - 49"
"a6d2c7433181c59","Manufacturing","50 - 99"
"a7145cebfbbe8b9","Construction","1,000 - 4,999"
"a72a53dea72eb0d","Software and Technology","10 - 19"
"a78b83bfa1494f4","Software and Technology","50 - 99"
"a83b289af818d1c","Business Services","100 - 249"
"a83ed9290add193","Software and Technology","500 - 999"
"a855f1855308e09","Software and Technology","1,000 - 4,999"
"a8d430c62e99f74","Business Services","1,000 - 4,999"
"a8e96a11c9f0a19","Financial Services","100 - 249"
"a96333b51c72f46","Manufacturing","10,000+"
"a97b486ac28f4d8","Software and Technology","100 - 249"
"a9ffa57a0d5d820","Healthcare and Medical","250 - 499"
"aa527a80bce88ea","Software and Technology","100 - 249"
"aa6cf370acffccd","Software and Technology","500 - 999"
"aa76d169bfe42d2","Transportation and Logistics","500 - 999"
"ab264b33c4cd023","Real Estate","20 - 49"
"ac5d47a7a843544","Software and Technology","N/A"
"ac7d031e7d56c9c","Biotech","100 - 249"
"ad05b521d5b469a","Software and Technology","20 - 49"
"ad835300cba7c08","Software and Technology","50 - 99"
"adb2f85884c6c09","Government","10 - 19"
"adc02375c09e370","Business Services","100 - 249"
"adf850810914abb","Business Services","1,000 - 4,999"
"ae161a1b8dbd151","Software and Technology","20 - 49"
"ae9d26d969a25b4","Healthcare and Medical","1,000 - 4,999"
"af5116e6f7d6221","Software and Technology","20 - 49"
"af68fc97467638d","Business Services","20 - 49"
"af732ad20e6e88a","Manufacturing","5,000 - 9,999"
"b005e7fdedab3e5","Manufacturing","100 - 249"
"b0ddd522946b489","Financial Services","100 - 249"
"b140f869aaab610","Education","250 - 499"
"b16a94ef0b5e327","N/A","N/A"
"b1c7a22d40b1726","Business Services","100 - 249"
"b26cb4ebbb282b7","Software and Technology","0 - 9"
"b3852d727251556","Healthcare and Medical","10,000+"
"b399e0825966224","Government","10,000+"
"b3c526e1aa80b95","Financial Services","20 - 49"
"b418f29762ccda0","Consumer Goods and Services","100 - 249"
"b423b7e91748aaf","Business Services","1,000 - 4,999"
"b43856fcf981cc3","Financial Services","20 - 49"
"b4f257cd630d4d4","Education","500 - 999"
"b566e4db5639057","Software and Technology","0 - 9"
"b574be92113af61","Software and Technology","500 - 999"
"b5fa88185d84364","Financial Services","1,000 - 4,999"
"b644d0dd1104cba","Software and Technology","20 - 49"
"b6bfc56dc7d2485","Software and Technology","20 - 49"
"b75f52a9ebfe5d2","Financial Services","1,000 - 4,999"
"b76603cc8347740","Food and Beverage","10,000+"
"b77650a85ef720a","Financial Services","10 - 19"
"b7a43928b9d73ff","Software and Technology","50 - 99"
"b7c1a0c2fe3d3df","Energy and Utilities","100 - 249"
"b7e1295105589ae","Business Services","0 - 9"
"b81ef2101958a16","Transportation and Logistics","500 - 999"
"b82f6b8ed639159","Healthcare and Medical","5,000 - 9,999"
"b851e037cce2736","Government","500 - 999"
"b893b9a45cec512","Software and Technology","10 - 19"
"b8dd8085b6bed65","Business Services","20 - 49"
"b96bdd89d1e3331","Consumer Goods and Services","50 - 99"
".0076e81d8b51cb3","Retail and Distribution","0 - 9"
".00c63df04dc3354","Telecommunications","0 - 9"
".01130e9f2d0f482","Consumer Goods and Services","100 - 249"
".0552ed10ddd90d2","Business Services","100 - 249"
".05b2ca9a94bf2e7","Business Services","100 - 249"
".06b245e0e822448","Business Services","100 - 249"
".0bcc3a3fba6d6c5","Software and Technology","100 - 249"
".0e8de0e1c910ed0","Food and Beverage","20 - 49"
".12875166cd0fa41","Healthcare and Medical","20 - 49"
".139911a34611615","Business Services","20 - 49"
".176e2537268b0db","Software and Technology","0 - 9"
".1f2fd783fac36fd","Business Services","0 - 9"
".22cea20dbe61246","Manufacturing","1,000 - 4,999"
".23491b5d18ad7bc","Business Services","N/A"
".2363425550b44a2","Financial Services","100 - 249"
".2494b5707de3e0f","Retail and Distribution","20 - 49"
".2a99835ca113a01","N/A","0 - 9"
".2d097cdd7835ccb","Financial Services","0 - 9"
".2d69c7e23bca409","Business Services","20 - 49"
".2dd057fb62867f6","Software and Technology","10 - 19"
".31c4d943d45239a","Financial Services","100 - 249"
".32c134ce4214c9a","Education","20 - 49"
".37efb14607f3212","Healthcare and Medical","100 - 249"
".3b8d4ad8bfac000","Healthcare and Medical","1,000 - 4,999"
".3e3ae15fdf37df9","Financial Services","20 - 49"
".3ece7baf1037a9c","N/A","N/A"
".3f73a07b4f87deb","Consumer Goods and Services","0 - 9"
".41cb100e346c4fd","Retail and Distribution","20 - 49"
".4327011aa1c2d37","Consumer Goods and Services","20 - 49"
".44bda22a5c2b3ec","Software and Technology","20 - 49"
".4c210265ef36f5c","Business Services","0 - 9"
".526673f2fca50e4","Financial Services","100 - 249"
".540b3de8f07095e","Business Services","0 - 9"
".5757eba6483b5ad","Software and Technology","0 - 9"
".577908c225c40a9","Business Services","0 - 9"
".57ec1de8edbac3f","Financial Services","0 - 9"
".5f80da9e04816de","Food and Beverage","100 - 249"
".60c6594d7af2820","Healthcare and Medical","100 - 249"
".6b2da1c5ad5181f","Education","1,000 - 4,999"
".6d2ff385c14fd58","Business Services","0 - 9"
".75551a10ef13733","N/A","N/A"
".802b9a87f7efe0c","Business Services","10 - 19"
".8383cd07e523e51","Business Services","0 - 9"
".893196cc55e726d","Food and Beverage","20 - 49"
".8da2e9b8a0d234e","Business Services","0 - 9"
".8e3d2cc7d32a4fa","Software and Technology","100 - 249"
".8eae76b6780c65d","Business Services","100 - 249"
".8f7e5da28a7e740","Business Services","0 - 9"
".90f8be15ea6b0da","Education","10,000+"
".92f0d69a5094211","Energy and Utilities","20 - 49"
".9335d9c2b35b98c","Real Estate","0 - 9"
".95bb5e13be642fd","N/A","N/A"
".99ed755ecc5b356","Manufacturing","20 - 49"
".a456eb322d27b1b","Energy and Utilities","0 - 9"
".b2c1351a72319d3","Transportation and Logistics","0 - 9"
".b75bffdc903f6eb","Telecommunications","250 - 499"
".c02f17b607a01cd","Consumer Goods and Services","20 - 49"
".c121e4a1fb7de7b","Retail and Distribution","0 - 9"
".c3151395e66676e","Business Services","20 - 49"
".c8c7ab7e35412b0","Business Services","250 - 499"
".cd1eaea746c8113","Financial Services","500 - 999"
".d18c227a28214cf","Business Services","0 - 9"
".d4e4b0c9fef4c28","Hardware","100 - 249"
".d6b45212703c985","N/A","20 - 49"
".e35635cd4779013","Business Services","0 - 9"
".efa7be95f1439f7","Business Services","100 - 249"
".effdcf402c8f2b4","N/A","N/A"
".f20a4e42db184cb","Food and Beverage","100 - 249"
".f21e36b30d9513b","Business Services","250 - 499"
".f596a4b44d43903","Business Services","N/A"
".f7038a7c9beadc7","Construction","20 - 49"
".f830e82f1c3796b","Software and Technology","100 - 249"
".fcdabcdaf19bd60","Business Services","20 - 49"
".ff7c28947ddad50","Financial Services","10,000+"
"004931ca148cab2","Business Services","20 - 49"
"00831da8a8b0534","Business Services","20 - 49"
"015a860d2425c95","Education","1,000 - 4,999"
"01603feeee1abfa","Retail and Distribution","20 - 49"
"0176358c9d4e6d9","Business Services","500 - 999"
"01d94cee9ac9156","Financial Services","50 - 99"
"023462db470547c","Business Services","250 - 499"
"023c772e87558b4","Business Services","10 - 19"
"026d11b2ccc51e7","Software and Technology","20 - 49"
"02baa98ca19543c","Healthcare and Medical","10,000+"
"02c1666791df5a8","Software and Technology","250 - 499"
"02de38b2af2dd92","Software and Technology","20 - 49"
"03c2a77a1d96e66","Telecommunications","20 - 49"
"03f161e2f5a70d6","Software and Technology","20 - 49"
"05c98706cb52591","Financial Services","50 - 99"
"074000b40cc9d68","Software and Technology","0 - 9"
"0759eb21719f936","Business Services","50 - 99"
"078a43ddb63c97d","Business Services","10 - 19"
"07b511c9f251e96","Software and Technology","50 - 99"
"07d0e670a996cc6","Business Services","500 - 999"
"08c156ccd4cff96","Biotech","5,000 - 9,999"
"093c4318c155e89","Healthcare and Medical","100 - 249"
"0945b22b1736081","Manufacturing","50 - 99"
"0a036edcbb37279","Financial Services","1,000 - 4,999"
"0a41349b99ff7ca","Government","10,000+"
"0a51d2eb282388c","Financial Services","20 - 49"
"0a9b2673cda5c0c","Manufacturing","1,000 - 4,999"
"0af368dc35bdb33","Business Services","100 - 249"
"0b454eea672f6b6","Software and Technology","100 - 249"
"0b93432e7d38d6c","Healthcare and Medical","250 - 499"
"0c1af2e9362b68f","Education","20 - 49"
"0c5e989dc426204","Manufacturing","100 - 249"
"0d163e6c66a6889","Business Services","20 - 49"
"0d52f1b606e3508","Government","10,000+"
"0d532e327d55fdb","N/A","N/A"
"0e56c438ee48773","Business Services","20 - 49"
"0e7ca6cc994c3fc","Construction","20 - 49"
"0ec6a352ea2a15b","Education","250 - 499"
"0ef506492cf2d47","Software and Technology","0 - 9"
"0f3cb8e6adc4fe4","Software and Technology","100 - 249"
"0fc07b6a44c002e","Hospitality and Travel","1,000 - 4,999"
"0fcba221ff13d07","Software and Technology","100 - 249"
"104e493f9ccf841","Transportation and Logistics","1,000 - 4,999"
"10a7cc7df4882b1","Financial Services","1,000 - 4,999"
"10cee888f07edde","Business Services","1,000 - 4,999"
"10f33a092641f98","Financial Services","50 - 99"
"10f53c97ec62213","Financial Services","1,000 - 4,999"
"113d216f7589812","Healthcare and Medical","100 - 249"
"114285743f05b1a","Software and Technology","0 - 9"
"1185830c38cb048","Software and Technology","100 - 249"
"12c2ad25fc267d6","Software and Technology","100 - 249"
"12c95aa3e7c0c13","Retail and Distribution","0 - 9"
"133e3dd20871cca","Business Services","0 - 9"
"135d1b40b102669","Software and Technology","N/A"
"13c611b43b40b6f","Software and Technology","20 - 49"
"13d62b34eeb1a19","Manufacturing","10,000+"
"13e8f2d269a5b6b","Business Services","50 - 99"
"14015d1c449eaae","Business Services","100 - 249"
"14726d4c35d069f","Financial Services","500 - 999"
"14bd71e271482a9","Healthcare and Medical","0 - 9"
"15fd361e453f2de","Printing and Publishing","10 - 19"
"1607703c9b3eb61","Telecommunications","0 - 9"
"169080639b936d1","Business Services","20 - 49"
"16d872d0c0f77df","Business Services","100 - 249"
"16e6cbf67162993","N/A","N/A"
"16fb5f718ff92f5","Software and Technology","20 - 49"
"172c84f675d642f","Retail and Distribution","100 - 249"
"177e0af2654a9b4","Software and Technology","250 - 499"
"18a394943fa293a","Business Services","1,000 - 4,999"
"18b04a907e39f94","Software and Technology","100 - 249"
"18ba05cd36408c1","Healthcare and Medical","0 - 9"
"1949cd4e43fdbc9","Financial Services","20 - 49"
"196db1c3d6e7abe","Retail and Distribution","1,000 - 4,999"
"19aff024ba33db0","Manufacturing","10 - 19"
"19df186a3c2f40e","Manufacturing","250 - 499"
"1a3f3ad4e639f30","Software and Technology","20 - 49"
"1b9182414863dcd","Transportation and Logistics","20 - 49"
"1be3eb7b99e75c6","Food and Beverage","50 - 99"
"1be84d15cd76511","Transportation and Logistics","1,000 - 4,999"
"1c031e83a41ff9c","Food and Beverage","5,000 - 9,999"
"1c89f6d874e563f","Transportation and Logistics","20 - 49"
"1d6e7958e387a53","Recreation","0 - 9"
"1e41705650be5cc","Business Services","50 - 99"
"1e7001b39d19836","Software and Technology","20 - 49"
"1edf7c1e4c7a600","Education","0 - 9"
"1f1b7ed23989579","Healthcare and Medical","1,000 - 4,999"
"1f251093e342cc0","Education","50 - 99"
"1f9a4c85978e0c1","Education","500 - 999"
"1fbcbc8001681c4","Manufacturing","1,000 - 4,999"
"20686fdd6d52016","Manufacturing","100 - 249"
"208a482dcaeb2b6","Manufacturing","1,000 - 4,999"
"20aec861dbf94bb","Retail and Distribution","10,000+"
"20bdb3da55479ee","Software and Technology","50 - 99"
"213c1c221ecdf81","Energy and Utilities","1,000 - 4,999"
"215e56c53240328","Telecommunications","20 - 49"
"217bb62d56fd0dd","Software and Technology","100 - 249"
"21c431b923364f6","Healthcare and Medical","1,000 - 4,999"
"220c70e019358d9","Business Services","100 - 249"
"2226d60b3137ab3","Government","500 - 999"
"22662b41adca0a9","Financial Services","0 - 9"
"2294c1eab6dc99f","Automotive","1,000 - 4,999"
"2304faec3f2761b","Media and Entertainment","100 - 249"
"23050e2a90047c9","Business Services","1,000 - 4,999"
"2332ccec61ac34a","Software and Technology","20 - 49"
"2336d226c11ee4f","Healthcare and Medical","10,000+"
"2357264a7587123","Software and Technology","100 - 249"
"2481d7d8f1dd0e8","Software and Technology","50 - 99"
"2498c7a70245b3f","Software and Technology","20 - 49"
"24ca66fc38921be","Education","1,000 - 4,999"
"256220bb1439b0f","Software and Technology","N/A"
"259443859b51d48","Education","100 - 249"
"28371666dcd0230","Software and Technology","100 - 249"
"2843c050966a40f","Software and Technology","20 - 49"
"2858dedb5156d43","Software and Technology","20 - 49"
"2860f16ac5b04e9","Retail and Distribution","0 - 9"
"2923ba5c374cece","Healthcare and Medical","500 - 999"
"2952a3d5a77502b","Financial Services","20 - 49"
"29f56078a293aa4","Healthcare and Medical","1,000 - 4,999"
"2a4d730c618f16e","Software and Technology","100 - 249"
"2a949fc88796d3e","Media and Entertainment","500 - 999"
"2aca5ee30ff34c5","Printing and Publishing","100 - 249"
"2adb556620b7111","Recreation","250 - 499"
"2b4fc8862285bb2","Financial Services","50 - 99"
"2bb22c04ec88c12","Business Services","N/A"
"2c2be05c5b04c7c","Business Services","0 - 9"
"2c4e83e5857ea4d","Agriculture","250 - 499"
"2c798c4cafad945","Software and Technology","50 - 99"
"2cbabcb6f0ba646","Business Services","20 - 49"
"2cfa86a6487c0b2","Software and Technology","20 - 49"
"2d438de4a21ebbc","Software and Technology","50 - 99"
"2d9c00c48350d9a","Software and Technology","50 - 99"
"2dc0d407af03643","Retail and Distribution","250 - 499"
"2e00f2aa390a8d5","Financial Services","50 - 99"
"2e1cea0d9da1cd6","Manufacturing","50 - 99"
"2e3dd1419a806ec","Software and Technology","20 - 49"
"2ee62a27cd8090f","Financial Services","500 - 999"
"2f04a65952a4977","Energy and Utilities","10 - 19"
"2f0fce77d5478e5","Healthcare and Medical","5,000 - 9,999"
"2f6ce49b950b666","Hardware","50 - 99"
"2f86d0337f68309","Business Services","20 - 49"
"2f8ddfed7efe4ef","Manufacturing","50 - 99"
"2f99d5b1b94848a","Government","500 - 999"
"306c9d0b354e6a4","Retail and Distribution","10 - 19"
"307a28ac3c9b028","Business Services","10 - 19"
"30af275bf18e738","Software and Technology","100 - 249"
"30b42a54aa54fa3","Business Services","20 - 49"
"31185037683024c","Software and Technology","20 - 49"
"312ad576c6e6b10","Software and Technology","20 - 49"
"32681854c7c6a75","Education","100 - 249"
"335ced3e0bfb4c6","Software and Technology","50 - 99"
"33cac7d2a05c2dd","Hardware","10,000+"
"33fa20ce11f80f8","Healthcare and Medical","1,000 - 4,999"
"33fdbd9d2080694","Software and Technology","100 - 249"
"3477c5a10a0f803","Telecommunications","10 - 19"
"34d2aa77c5dc1c6","Software and Technology","100 - 249"
"357698e85f776a7","Software and Technology","1,000 - 4,999"
"35a41434b9c1acf","Software and Technology","250 - 499"
"35dad5da509825a","N/A","N/A"
"364a881260bfc77","Software and Technology","0 - 9"
"366ae7686e4dbb6","Software and Technology","20 - 49"
"366e661833fd5c8","Business Services","500 - 999"
"369c977b46522b1","Business Services","100 - 249"
"36e362035f13306","Biotech","20 - 49"
"36fadbc120e2d18","Business Services","100 - 249"
"37298af0f45b42b","Software and Technology","20 - 49"
"383639707bc3a58","Software and Technology","N/A"
"38540db81facc8c","Biotech","100 - 249"
"38e11f0363f22c2","Business Services","50 - 99"
"398f0747c32be25","Financial Services","1,000 - 4,999"
"39925531f5588dc","Retail and Distribution","10,000+"
"39ad5a597838fda","Business Services","10 - 19"
"39d0124a953b178","Business Services","50 - 99"
"39e096865f17601","Software and Technology","100 - 249"
"3a20e763d972c8b","Automotive","1,000 - 4,999"
"3a7f7b76f8cd40a","Software and Technology","100 - 249"
"3a88b6147910e9a","Software and Technology","100 - 249"
"3aebb665ac50145","Transportation and Logistics","1,000 - 4,999"
"3b293e788322bf4","Software and Technology","20 - 49"
"3b385c300834b3e","Software and Technology","500 - 999"
"3bdc37c893beebf","Telecommunications","20 - 49"
"3ce1f224e4feb72","Financial Services","1,000 - 4,999"
"3d0992c32b73a0b","Business Services","100 - 249"
"3d9ab87a7b5fa56","Media and Entertainment","500 - 999"
"3ddf3c12ed75da2","Government","0 - 9"
"3e02793a1dc9073","Food and Beverage","250 - 499"
"3e919d143730d60","Business Services","20 - 49"
"405585bede06f40","Software and Technology","500 - 999"
"405c81f88b9c7f5","Financial Services","500 - 999"
"40a28fb16cb2fa5","Financial Services","250 - 499"
"40fcdc67e0fe12c","Telecommunications","250 - 499"
"4192630efc9b252","Retail and Distribution","1,000 - 4,999"
"419de20c6205837","Food and Beverage","0 - 9"
"41caea1f74761ed","Software and Technology","20 - 49"
"41e6fbb92c02b99","Business Services","20 - 49"
"424f041b5d8afaa","Automotive","0 - 9"
"428823d950c2619","Construction","100 - 249"
"42b53803c886e58","Business Services","20 - 49"
"42d19564cec56f5","Recreation","100 - 249"
"42f7db785f409c3","Software and Technology","20 - 49"
"43a86b4a7595738","Transportation and Logistics","10,000+"
"43f7d980bf2c8e0","Financial Services","10,000+"
"442d2028fc53cb6","Retail and Distribution","250 - 499"
"44993bac4312130","Software and Technology","20 - 49"
"453fded6165bfc4","Business Services","10,000+"
"459c602aff667d1","Education","100 - 249"
"463c159a3469590","Associations","250 - 499"
"46ba5c1273154ee","Business Services","10,000+"
"46e6f8ef5a51596","Retail and Distribution","20 - 49"
"478056041930def","Software and Technology","20 - 49"
"47e8db1ab66adf7","Telecommunications","100 - 249"
"48cff8b7870d197","Transportation and Logistics","100 - 249"
"496b185c3cc780b","Healthcare and Medical","20 - 49"
"4a365c0679cf94a","N/A","20 - 49"
"4a506a7146bc9fa","Software and Technology","10,000+"
"26ebe6be7d5442f","Energy and Utilities","20 - 49"
"272730ed7fc3801","Healthcare and Medical","100 - 249"
"274ad63a01f2a40","Software and Technology","20 - 49"
"27529bc575b698b","Software and Technology","500 - 999"
"279ea31b4b59e29","Biotech","1,000 - 4,999"
"289957810c8921b","Software and Technology","20 - 49"
"28d2bbab7d09caf","Financial Services","0 - 9"
"28f969ed0bf45ae","Financial Services","100 - 249"
"29a5b81ed14806a","Transportation and Logistics","10,000+"
"2a52669ec9df89e","Business Services","1,000 - 4,999"
"2a8b1200c84fba0","Software and Technology","100 - 249"
"2b46905f09a8806","Business Services","20 - 49"
"2c081a88c8713e8","Printing and Publishing","50 - 99"
"2c4b02f0df1f58f","Manufacturing","500 - 999"
"2cedf790672f139","N/A","N/A"
"2cf65f5b0d3a24e","Business Services","100 - 249"
"2cf9759e191f6b8","Food and Beverage","20 - 49"
"2d1451db1af6ce9","Transportation and Logistics","1,000 - 4,999"
"2decd6f7476a4f0","Software and Technology","50 - 99"
"2e2171ef2fb3544","Software and Technology","20 - 49"
"2e63fe103518132","Business Services","1,000 - 4,999"
"2e7cd0e5dca8882","Business Services","10 - 19"
"2ed6b5594e2a921","Business Services","100 - 249"
"2f1e5b76cd1fecf","Pharmaceuticals","1,000 - 4,999"
"2f4391d4bcffff8","Software and Technology","100 - 249"
"2fd45c6be297452","Manufacturing","10,000+"
"30459b843820b7b","Software and Technology","1,000 - 4,999"
"30c432ab80d93ef","Construction","5,000 - 9,999"
"30da4d993efa330","Software and Technology","20 - 49"
"3133bb066acc649","Business Services","100 - 249"
"316096e83602662","Software and Technology","500 - 999"
"318052aa4206ef1","Retail and Distribution","100 - 249"
"318473aa03cc425","Business Services","1,000 - 4,999"
"322ef0efd37538c","Business Services","0 - 9"
"329ce96a012f9ea","Software and Technology","N/A"
"32c3d51f9a13e04","Business Services","10 - 19"
"3332b9fe1f8c175","Business Services","500 - 999"
"3338719f49246c4","Consumer Goods and Services","1,000 - 4,999"
"334199a1cf860e3","Manufacturing","10,000+"
"3345e56f3470b42","Business Services","1,000 - 4,999"
"334e10a405847ba","Retail and Distribution","1,000 - 4,999"
"3454914c6c68199","Software and Technology","50 - 99"
"345e5c5b637185b","Business Services","100 - 249"
"34a011d14f9eb15","Healthcare and Medical","1,000 - 4,999"
"34ba033bee12844","Financial Services","20 - 49"
"34c4855d4620d7e","Business Services","50 - 99"
"350d37138d0edb2","Software and Technology","20 - 49"
"355fb08d7a4aff1","Software and Technology","250 - 499"
"35785331fa5ac4f","Software and Technology","5,000 - 9,999"
"357b649f70201f8","Software and Technology","250 - 499"
"362002833aaa783","Business Services","10,000+"
"362afe017d79ae5","Financial Services","10,000+"
"364ab2a4331a6b0","Manufacturing","50 - 99"
"3730d4eae2a1a12","Retail and Distribution","10,000+"
"376f90e18df2858","Software and Technology","50 - 99"
"377257612a13e25","Financial Services","1,000 - 4,999"
"37a14fde17647f4","Software and Technology","20 - 49"
"37e64eeaf1100e4","Business Services","20 - 49"
"381b795f25b4d3b","Construction","20 - 49"
"382bac744cec902","Education","5,000 - 9,999"
"3857406c4b82cbf","Business Services","1,000 - 4,999"
"3897d925b332c00","Software and Technology","500 - 999"
